username,display_name,description,location,followers_count,following_count,statuses_count,created_at,target_population,locals_vs_diaspora,person_vs_organization,iteration_added
abbasmehdavi312,Abbas Ali mehdavi,"IR Student | Islamic Scholar (in training) | Jamia-tul-Kauthar, Islamabad | From Nagar, Gilgit-Baltistan | Voice of Truth, Dignity & Resistance (مقاومت)","Islamabad, Pakistan",12.0,122.0,65.0,August 2025,0,2,1,2
aadianjana6567,Aadi Anjana,A business consultant and sells women's clothes .,"West New York, NJ",223.0,2578.0,17.0,September 2025,0,2,1,2
___mohsen_,آندره ی بالکونسکی,,,284.0,483.0,1363.0,April 2019,1,1,1,2
2x0x2x4,KolKa,جمهوری اسلامی در دریای خونی که به راه انداخته، غرق خواهد شد...  #زن_زندگی_آزادی #مهسا_امینی,,133.0,95.0,987.0,December 2023,1,1,1,2
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,,154.0,908.0,660.0,November 2022,1,1,1,2
ahmadrezagz,احمدرضا گودرزی,دانشجوی اقتصاد | علاقمند به مطالعه و رسانه,,0.0,14.0,1322.0,September 2020,2,2,2,2
67888892jkssl,cookmysock99,,,82.0,148.0,4215.0,January 2024,2,2,2,2
aaravtyagi_x,Aarav Tyagi,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.","London, United Kingdom",0.0,17.0,0.0,July 2025,0,2,0,2
_advanceuk,Advance UK,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",http://www.advanceuk.org.uk,1.0,362.0,1638.0,June 2025,0,2,0,2
ahmedheero00,Ahmed Heero,,Egypt,15.0,438.0,638.0,April 2023,0,2,1,2
1wqrz,snopy .,الحمدلله ..,,60.0,132.0,1123.0,July 2013,0,2,1,2
advanceuk_wales,Advance UK Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Official X account for Advance UK Wales. We stand for nation, freedom, democracy and equality under the law. Account run by Admin.","Wales, United Kingdom",3939.0,103.0,659.0,July 2025,0,2,0,2
abdullahhemyari,Abid Ali,مهتم في الاقتصاد,اليمن,138.0,1332.0,175.0,November 2017,0,2,0,2
_nafyn_,Nafyn 🐀,bip boup,they/elle,544.0,427.0,1942.0,February 2020,2,2,2,2
_3pehr__,Joker,Not everyone likes us.But not everyone matters Nothing is permanent!,,0.0,31.0,5587.0,December 2020,2,2,2,2
ahmedna00921321,Ahmed Nawaz Baloch,,Bolan Balochistan,12.0,48.0,11.0,October 2021,0,2,1,2
absleil,sleil_adb,,,14.0,575.0,231.0,January 2018,0,2,1,2
ali_albadiri90,ali.albadiri,work .Kar.group. Yo : 25 June. Kar Cement Industry Company.  work ing for Jawharat Balsam Company.  @kar_group_company  . من ذاق حب ألله ارتوئ,Iraq - Babylon,2.0,51.0,0.0,February 2025,1,1,1,2
alpacinoih,alpacino,alpacino,,40.0,149.0,1261.0,August 2018,0,2,1,2
abbas2864,Abbas Shariati,,"Tehran,Iran",7.0,52.0,8.0,December 2011,1,1,1,2
999qol9196,あああ,,,486.0,7500.0,2124.0,March 2024,0,2,2,2
_sethnall,Seth Nall,"Christian, Husband, Father",,31.0,1166.0,378.0,July 2021,0,2,1,2
_raven_reborn_,🪽,,,5622.0,2129.0,0.0,December 2020,0,2,1,2
alikarimi_ak8,ali karimi,,تهران،ایران,0.0,30.0,631.0,December 2017,1,1,1,2
_mahdiyar313,علی اکبر رائفی پور,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,۱:۲۰,0.0,1054.0,6124.0,November 2022,2,2,2,3
_freeeagle_,Free eagle,سجل انا عربي,,138.0,213.0,2333.0,August 2014,0,2,0,3
advhassanfarooq,Muhammad Hassan Farooq,LLM Graduate | University of Bradford  Advocate High Court  Law | Justice | Continuous Learning,"Macclesfield, England",0.0,18.0,6.0,December 2025,2,2,2,3
ahwaztammoz2021,Freedom Ahwaz Arabia,لمكافحة المشروع التوسعي الإيراني في المنطقة #عاشت_الاحواز #ياشاسين_آزربايجان  Official account:  @ReysanAhwazIndy,Ahwaz Arabiya,629.0,298.0,252.0,January 2024,2,2,2,3
2rr0i_,🌟,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - ( وَاذْكُر رِبِّكَ إِذَا نَسِيتَ ),"Dubai, United Arab Emirates",4.0,37.0,25.0,April 2025,0,2,1,3
adamssmith66981,Adam's Smith,MD. Orthopedic surgeon Humanitarian.|||Saving lives D/B Certified | Traveler||Car lover,Houston Texas,34.0,320.0,23.0,August 2025,0,2,1,3
afshin_rasa,Afshin Rasa,"Civil Engineer                                                                 Deep Leaning, Image Processing",,3.0,17.0,31.0,March 2021,2,2,2,3
1mhyar,Mahyar,Official twitter account of Mahyar,,2001.0,15.0,9.0,September 2019,2,2,2,3
academyjp6,JP6 Football Academy,Official Football Academy of Charlton Athletic Captain Jason Pearce.,,367.0,10.0,210.0,July 2020,0,2,1,3
ajan_iran,پاسبان,فر ایران را میستایم  #جاوید_شاه,,823.0,963.0,1349.0,October 2013,2,2,2,3
ali_0909a,36🏆Ali,الأهلي وطن يحكي فخرا، وهل بعد الأهلي عشق، وهل بعد الأهلي جنون,,755.0,1099.0,36.0,March 2020,0,2,1,3
ahmedsaad189151,Ahmedsaad,لو كنت تعلم ما يقال في غيابك من أقرب الناس إليك لأصبحت تبتسم للحيوانات فقط . . !,Iraq,1.0,16.0,3.0,September 2025,2,2,2,3
afsheenmoosavi,Afsheen Moosavi,Multimedia Journalist  @manototv,"London, England",326.0,106.0,73.0,September 2020,1,1,1,3
akshayk11339456,akshay kumar,पंडितो ka शान शौकत और वफ़ा को देखकर छोरियां bhi कहती है ना दर्द चाही ना दर्द की दवा चाही हमें तो पंडित जैसा यार चाही jai parshu ram.akshay ब्राह्मण,,1.0,98.0,47.0,June 2023,0,2,1,3
alimojtahedzad3,ali mojtahedzadeh,سيد علي مجتهدزاده وكيل دادگستری| آدرس کانال تلگرام  t.me/alimojtahedzade:,,0.0,288.0,8483.0,July 2019,1,1,1,3
akhavanbahar,Bahar Akhavan,دغدغه، فردای روز آزادی‌ست! (سیاست خوانده، علاقه‌مند به فلسفه),"Stockholm, Sweden",89.0,227.0,81.0,January 2024,1,0,1,3
aliiorgi,✪ALI✪,او میکشد قلاب را...,Bu,722.0,746.0,7052.0,September 2024,1,0,1,3
alijumadaaltha,The Uncovering Journal,Brings you from the darkness towards the light,in God's Earth,47.0,207.0,20.0,July 2022,2,2,2,3
_agentfootball,Agent Football,OFFICIAL FOOTBALL AGENTS - CORPORATE NETWORK LTD,"London, England",3.0,75.0,3.0,September 2022,0,2,0,3
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,Güney Azərbaycan,532.0,436.0,0.0,December 2023,1,2,2,3
afsharmog,افشار مقدم,دارای فاز هنری    instagram.com/afsharmoghaddam,,3726.0,192.0,9288.0,March 2019,1,2,1,3
aban_paris,paris.aban,چيزى براى گفتن ندارم، ميخوام بشنوم,,138.0,264.0,0.0,November 2019,2,2,2,3
ali94185358,Ali,Wanted to gay marriage,,8.0,62.0,3.0,October 2019,2,2,1,3
alirezaketabch3,alirezaketabchi,Nor bar tariki piroz khahad shod,,15.0,36.0,58.0,January 2020,2,2,1,3
abilovafzalshoh,Afzalshoh Abilov,Interventional Cardiologist,Tajikistan,4.0,98.0,33.0,September 2019,0,2,1,3
agriculture666,Agriculture Music,Ecstatic Black Metal,Los Angeles,2293.0,54.0,802.0,May 2022,0,2,0,3
ali_cheshomi,علی چشمی,استادیار گروه اقتصاد دانشگاه فردوسی مشهد,,4919.0,202.0,1651.0,September 2016,1,2,1,3
ak_rogue_,𓆩AkrΩguE𓆪,/هی میبرم هی میدوزم/موسیقی/بازی/فیلم/,NeverLand,9.0,51.0,132.0,May 2020,2,2,2,3
_mehrabooon,مهربوون,متعهد به عشق جان,آنجا که دل خوش است,2336.0,2501.0,1681.0,January 2021,1,2,1,3
aidanajra,delusional king,تا زمانیکه درآمدهای میلیون دلاری و بدون ریسک ، به بهانه فعالیت سیاسی ، برقرارهست ، کمپانی های سطل عن طلب مانع اتحاد مردم و سرنگونی جمهوری اسلامی خواهندشد,,276.0,233.0,7154.0,March 2024,1,2,1,3
allytheluminus,Vicar~keepitDoPe🥂,Spontaneously hilarious/mwana waMwari/hala madrid,"Harare, Zimbabwe",41.0,256.0,33.0,November 2023,0,2,1,3
achaharmahaliy,Atefeh Chaharmahaliayan,"آتفه چهارمحالیان  Poet, writer, and human rights activist For me, literature is a necessity of intervention","Hamburg, Germany",112.0,163.0,7.0,April 2025,0,2,1,3
5y6aahcdftzn4me,پرنسس,دلخوشی ها کم‌نیست، دیده ها، نابیناست..‌.,,26.0,10.0,125.0,December 2020,2,2,2,3
ahmadrezakzmi,احمدرضا کاظمی,نویسنده، کمدین و طنزنویس سابق مطبوعات,,0.0,278.0,2805.0,November 2014,1,2,1,3
a_bindoff,A Bindoff,(The Dark Blue Bird by Edward Lear),,236.0,598.0,7723.0,September 2015,0,2,0,3
alexsteeleopal,Alex Steele,"founder & ceo of opal (hiring, DMs open)",SF,986.0,228.0,486.0,June 2024,2,2,2,3
akhgar_maryam,Maryam Akhgar,PhD candidate at  @unifau,"Erlangen, Germany",51.0,67.0,11.0,August 2021,0,2,1,3
abaerbockarchiv,Annalena Baerbock,Außenministerin a. D.,Berlin,0.0,114.0,1004.0,December 2021,0,2,1,3
21molana,Amirhossein Molana,آنک بی‌باده کند جان مرا مست کجاست و آنک بیرون کند از جان و دلم دست کجاست  و آنک سوگند خورم جز به سر او نخورم و آنک سوگندِ من و توبه‌ام اشکست کجاست  حضرت مولانا,,0.0,1.0,0.0,April 2025,2,2,2,3
abadguy000,🏴󠁧󠁢󠁥󠁮󠁧󠁿AlinnaKX87🇺🇲,"Freedom, Family and HF Electronics!!","Preston, England",278.0,639.0,2068.0,July 2020,1,0,1,3
abbasalawadi6,ABBAS Alawadi,عٌآشُقُ عٌلَيَ آبًنِ آبيَ طِآلَبً,,109.0,641.0,138.0,March 2021,1,2,1,3
aliziyak,Ali Ziya,علی ضیا,,0.0,90.0,6185.0,November 2018,0,2,1,3
allison61478051,Allison,Don’t even know what I’m doing here tbh,,2.0,10.0,5.0,June 2021,2,2,2,3
abbasmowzoon,Abbas_Mowzoon,Researcher Author Director Producer,,0.0,0.0,390.0,April 2021,1,2,1,3
0mfahzf4tebztdl,کلول,زندگی نکردم ولی فعلا زنده ام,,81.0,53.0,150.0,April 2021,1,2,2,3
3eyedamir,SeyedAmir Sayyah,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,,0.0,438.0,5587.0,January 2020,1,1,1,3
ain4or,Jason Miller,Never understood anyone but then against all odds it's hard to understand me.,"West Union, IA",32.0,182.0,36.0,October 2022,0,2,0,3
a_sarkohi,Arash Sarkohi,Welcome to the Jungle! (here mostly in farsi),,2995.0,702.0,1854.0,October 2016,1,2,1,3
aboodmatar17,aboodmatar,from Gaza .,,513.0,5502.0,444.0,June 2020,0,2,1,3
ajaykum78488191,Ajaykumar Singh,I am property dealer,,72.0,799.0,561.0,February 2021,0,2,0,3
agudaojo,Dennise,May God bless my way,Africa,185.0,1173.0,34.0,April 2022,0,2,1,3
all_kapped,.,⏁⊑⟒⍀⟒ ⏃⍀⟒ ⍜/⋏⌰⊬ ⏁⍙⍜ ☌⟒⋏⎅⟒⍀⌇,nowhere,111.0,2343.0,2790.0,February 2020,0,2,0,3
aboutmes7,تتو آرتیست,هر کاری میکنم برای براندازیخبررسانآگاهی دهنده,آزادی,0.0,193.0,7656.0,November 2021,1,1,1,3
aframalhameli,Afra Al Hameli,Director of Strategic Communications  @MOFAUAE,Abu Dhabi,0.0,301.0,1939.0,October 2020,0,2,1,3
afcasiancup_ar,كأس آسيا,الصفحة الرسمية لكأس آسيا باللغة العربية,,0.0,33.0,1315.0,April 2014,0,2,0,3
aleborghi_,Alessandro Borghi,Ridete.,,0.0,208.0,1525.0,February 2012,0,2,0,3
amadei_paola,Paola Amadei,Ambasciatrice d’Italia in Iran. Personal views only. Follows and Retweets are not endorsement.,,162.0,28.0,3.0,June 2014,0,2,0,3
54hz_whale,54hzwhale,Gamification Enthusiast Crypto Enthusiast,,59.0,1363.0,55.0,November 2021,0,2,0,3
abdullahmohtadi,Abdullah Mohtadi,Secretary General of the Komala Party of Iranian Kurdistan,,0.0,430.0,647.0,January 2012,1,2,1,3
ahmadnaderi_ir,احمد نادری,● دانشیار دانشگاه تهران● نماینده مردم ایران از حوزه انتخابیه تهران، ری،شمیرانات،اسلامشهر وپردیس در مجالس یازدهم و دوازدهم● عضو هیات رئیسه مجلس,,0.0,391.0,2452.0,February 2020,1,1,1,3
1573cigars,1573 Cigars,Exclusive U.K. Distributor of Foundation Cigar Company.,,649.0,10.0,3.0,October 2023,0,2,0,3
alihars6,سبزی پلو با ماهی,برای آزادی,,155.0,304.0,183.0,October 2021,1,2,1,3
ajdarbekbosynov,Айдар Бекбосынов,"Живу, не тужу",,0.0,73.0,5.0,January 2022,0,2,2,3
a_z_im,Az_im,امنیتی نویس. امیدوار وطنم. ایران.,,0.0,1213.0,6145.0,March 2015,1,2,1,3
_aliemili_,Ali Emili,کد می‌نویسم، گیتار الکتریک میزنم، دو خط کتاب می‌خونم و فیلم و سریال می‌بینم، یه ورزشی‌ام می‌کنم و اینا، انگلیسی و آلمانی می‌خونم، اسم اینارو فعلا گذاشتم هویت.,,9.0,132.0,87.0,December 2025,1,2,1,3
404arsynotfound,Arsy,Living proof that sleep is optional.,,8.0,72.0,35.0,June 2022,1,2,1,3
alexpombo489762,Alex Pombo,"Conseiller en communication, Essayiste, Sociologue, Apôtre du numérique, Spécialiste du cinéma, Passionné d'histoire, Entrepreneur, Trader.",,224.0,4393.0,2385.0,February 2025,0,2,0,3
abofazlrajabi,Abolfazl Rajabi,"𝐂𝐢𝐧𝐞𝐦𝐚,𝐓𝐕 𝐀𝐂𝐓𝐎𝐑                                        𝗶𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺:𝗮𝗯𝗼𝗹𝗳𝗮𝘇𝗹𝗿𝗮𝗷𝗮𝗯𝗶𝗼𝗿𝗴𝗶𝗻𝗮𝗹",,1556.0,81.0,1065.0,January 2024,1,2,1,3
90ndstoppage,90ndstoppage,Get the latest on #IndianFootball  here  | Business Queries / Contact (DM)  : stoppage90nd@gmail.com | FB & IG :  @90ndstoppage,,0.0,566.0,5593.0,September 2020,0,2,0,3
_iweni,🌚🤍,بُگذار گُم‌ شَوَم دَر تو ...,,80.0,370.0,96.0,May 2022,2,2,2,3
abn0029,N.P.L,"Les petites filles obéissantes vont au paradis, les autres vont ou elles veulent",Dimension,113.0,337.0,6157.0,October 2023,0,2,0,3
alibazdarian,Alibazdarian65,علی بازداریان  خیلی بی ریا و ساده,,168.0,1256.0,19.0,June 2022,1,2,1,3
alirezaw_77,Alireza Ejarestaghi,I ɴᴇᴇᴅ ᴀ ʙʀᴇᴀᴋ ғʀᴏᴍ ᴀʟʟ ᴛʜɪs ʙᴜʟʟsʜɪᴛ,,1.0,11.0,2.0,October 2022,0,2,1,3
_iwftw,𐰯𐱃𐰢𐰚|فآطِمِ🎋,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,Təbrizli-,1216.0,819.0,4248.0,March 2023,2,2,2,3
afzalieli,Eli Afzali,هنرمند حامی محیط زیست و طبیعت,,1.0,8.0,5.0,October 2022,1,2,1,3
al_bayynat2,شبكة البينات الثقافية (احتياطي),حساب احتياطي : #مقتطفات_خطابات_محاضرات_حوارات,Yemen,0.0,1.0,3055.0,June 2020,2,2,2,3
abas_asgharpour,abas asgharpour,شاعر و نویسنده,,65.0,62.0,160.0,September 2022,1,2,1,3
alhumma,Al Humma,Application gestion de la communauté musulmane,Abidjan,0.0,7.0,0.0,December 2025,0,2,0,3
aishaguzma28258,Aisha Guzman,I’m strong I’ll never quit,"Rochester,mn",0.0,3.0,2.0,June 2023,0,2,1,3
abed33474966,Ab.Es,مانیا,,12.0,240.0,150.0,September 2022,1,0,1,3
aa51_ansari,Ali Ansari,Academic but not irrelevant,,7637.0,931.0,3221.0,November 2017,1,0,1,3
abdulwadudkha12,Abdulwadud Khan,ليسانس فعلآ درافغانستان زندګي ميکونم,افغانستان,96.0,1443.0,13.0,October 2025,0,2,1,3
abwlhbalhdathy,أبو لهب الحداثي,حفيد من أحفاد كفار ومشركي قريش,"Xanxerê, Brasil",10.0,207.0,83.0,April 2024,0,2,1,3
88sparber,Daniel Sparber,"1050 Wien, Jg 1988, sozial","Wien, Österreich",2.0,343.0,3.0,November 2023,2,2,2,3
_mriyim_,مریمم🦋,:)))),,131.0,114.0,1.0,April 2023,2,2,2,3
ahqyqty18486,Amir Mahdi,Is loading...!,,6.0,51.0,1.0,June 2023,2,2,2,3
akhavan_mina,Mina Akhavan,,,0.0,6.0,0.0,June 2015,2,2,2,3
alexbozmorty,Novak Djokovic Fans Australia,soccer fan,,3084.0,3193.0,1376.0,December 2013,0,2,0,3
alikhani_reza,M.R.Alikhani,,,1.0,58.0,5.0,March 2015,1,0,1,3
a16zcrypto,a16z crypto,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,,0.0,511.0,7127.0,June 2022,0,2,0,3
433_uae2,عميد الرياضة,منصة رياضية إماراتية  تغطي الحدث محلياً وعالمياً,الامارات العربية المتحدة,0.0,178.0,5587.0,November 2020,0,2,0,3
alimir43,ali mir,Freedom by the decision of God,,0.0,10.0,0.0,November 2023,1,0,1,3
aalmalki_10,A,Abdulelah AL-MalKi 𓅓,,4.0,91.0,36.0,November 2023,2,2,2,3
2_ncqr,Cotton Headed Ninny Muggins,,,102.0,1586.0,287.0,March 2016,0,2,1,3
alrthaan21,فيصل الرثعآن,,,382.0,842.0,1057.0,July 2016,0,2,1,3
alireza4759,رضا,تکنیسین الکترونیک.فروش ونصب دوربینهای مداربسته و دزدگیر اماکن و سانترال تلفن.,,5.0,99.0,1732.0,February 2016,1,1,2,3
2017siyasi,Dr siyasi,,,206.0,306.0,6949.0,March 2017,1,2,2,3
alahmdii9,Ahmed,,"Al Batinah, Oman",3.0,80.0,26.0,December 2019,0,2,2,3
_____zhang____,Mr. Zhang Wei / credit manager SINOPAC BANK,= 永豐銀行 Bank SinoPac 士東分行 bank.sinopac.com/sinopacBT/en/i …  永丰金控有限公司 惠誉评级中的实体。全球资本市场的信用评级、研究和分析。SinoPac FinancialHoldings Limited,hong kong,5.0,208.0,2.0,May 2025,0,2,1,3
ala_tre6,A.,گاهی آروم گاهی پرشور،حد وسط اینجا معنا ندارد,,0.0,50.0,8.0,May 2024,1,2,2,3
