username,display_name,description,location,followers_count,following_count,statuses_count,created_at,target_population,locals_vs_diaspora,person_vs_organization,iteration_added,description_en,display_name_en
ahrari_maryam,Maryam Ahrari,every sunset is a sunrise....,,481.0,1013.0,5876.0,October 2022,2,2,2,6,every sunset is a sunrise....,Maryam Ahrari
aibuzznews,Patrick's AIBuzzNews,Dive into AI with daily insights!  Trending AI news  IT-Specialist at  @desy  Join our tribe!  DM for collab,,0.0,582.0,1348.0,May 2023,0,2,1,6,Dive into AI with daily insights!  Trending AI news  IT-Specialist at  @desy  Join our tribe!  DM for collab,Patrick's AIBuzzNews
ahlebeytmedia,اهل بیت مدیا,کاملترین و به‌روزترین رسانه تخصصی، در حوزه اهل بیت,,0.0,65.0,2096.0,July 2020,1,1,1,6,The most complete and up-to-date specialized media in the field of Ahl al-Bayt,Ahl al-Bayt Media
1meshmo,Mehdi.Sharifi.Mo.,,ایران,107.0,550.0,1311.0,March 2015,1,1,1,6,,Mehdi.Sharifi.Mo.
ahmedsamehcccpa,Ahmed KHALIL,tweets or likes are my reading list not endorsements,"Cairo, Egypt",69.0,675.0,1765.0,October 2023,0,2,1,6,tweets or likes are my reading list not endorsements,Ahmed KHALIL
a_abothman,abothman ahwazi,أحوازي يؤمن بتحرير الوطن والإنسان,,418.0,1060.0,1512.0,December 2021,0,2,1,6,Ahwazi believes in liberating the nation and the human being,bothman didn't know
alamsooz,رند عالم سوز Rende-Alamsooz,US Politics Canadian Politics Canadian Politics,,48.0,182.0,1513.0,May 2018,0,2,1,6,US Politics Canadian Politics Canadian Politics,Rende-Alamsooz
_bonos_,🌟,,,40.0,7500.0,0.0,November 2022,2,2,2,6,,🌟
20rapcom,20RAP.com,رسانه‌ی مستقل هیپ‌هاپ/رپ فارسی، تاسیس ۱۳۸۸,Iran,0.0,13.0,5214.0,March 2011,1,1,0,6,"Independent Persian hip-hop/rap media, established in 2008",20RAP.com
aghamiri_hosein,سیدحسین آقامیری,تو که یک گوشه ی چشمت غم عالم ببرد،                                 حیف باشد که تو باشی و مرا غم ببرد,,0.0,161.0,523.0,August 2017,1,1,1,6,"If one corner of your eye brings sorrow to the world, it is a pity that it is you who makes me sad",Seyed Hossein Aghamiri
ajnlive,Alex Jones Network,Follow for exclusive news + reports from Alex Jones & others. Support:  TheAlexJonesStore.com &  fightforalex.com   @alexjonesstore,,0.0,118.0,1348.0,September 2024,0,2,0,6,Follow for exclusive news + reports from Alex Jones & others. Support:  TheAlexJonesStore.com &  fightforalex.com   @alexjonesstore,Alex Jones Network
agencythebook,Agency The Book,By  @rickwebb . Published by  @palgraveUSA .,,104.0,23.0,92.0,June 2014,0,2,0,6,By  @rickwebb . Published by  @palgraveUSA .,Agency The Book
aarnapatel68,Aarna Patel 🦋,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Jakarta Indonesia,465.0,7165.0,35.0,June 2025,0,2,0,6,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Aarna Patel 🦋
adelzarandi,Adel,,Iran,175.0,639.0,168.0,August 2011,1,1,2,6,,Adel
adorno_persian,آدورنو,«آزادی، انتخاب بين سفيد و سياه نيست، دقيقا نفی اين انتخاب تحميلی است»,Negative Utopia,0.0,8.0,1315.0,February 2023,1,0,1,6,"""Freedom is not a choice between black and white, it is precisely the negation of this forced choice""",Adorno
actorssum,Actors Summit,"The World’s Largest Online Actors Event Presented by  @actingandvoice   May 20-22, 2022  150+ Speakers  Celebrities  100% Online Tickets",,1129.0,1018.0,54.0,November 2021,0,2,0,6,"The World’s Largest Online Actors Event Presented by  @actingandvoice   May 20-22, 2022  150+ Speakers  Celebrities  100% Online Tickets",Actors Summit
aj_torgheh,Amin Jamshidi,بچه که بودم دوست داشتم فضانورد بشم... بیشترعکاس آسمان شب‌ام. ولی قبل از اینکه از زیبایی‌های آسمون لذت ببریم، یه زمین برای زیستن و یه وطن برای زندگی لازم داریم,,503.0,410.0,1290.0,March 2021,1,2,1,6,"When I was a child, I wanted to be an astronaut... I am mostly a photographer of the night sky. But before we can enjoy the beauty of the sky, we need a land to live and a homeland to live",Amin Jamshidi
al_bayynat,شبكة البينات الثقافية,الحساب الاحتياطي |  @Al_Bayynat2,Yemen,0.0,1.0,2377.0,July 2024,2,2,2,6,Reserve account  @Al_Bayynat2,Cultural information network
ahmedmohammed,Ahmed bin Mohammed,"النائب الثاني لحاكم دبي، رئيس مجلس دبي للإعلام   Second Deputy Ruler of Dubai, Chairman of the Dubai Media Council",,0.0,22.0,654.0,January 2020,0,2,1,6,"Second Deputy Ruler of Dubai, Chairman of the Dubai Media Council",Ahmed bin Mohammed
aghachurchill,AghaChurchill | The Anti-Left,"Fighting Marxist-Islamist threats to humanity, safety, and the entirety of human  life!",,5167.0,990.0,1303.0,July 2021,1,1,1,6,"Fighting Marxist-Islamist threats to humanity, safety, and the entirety of human  life!",AghaChurchill | The Anti-Left
adamczarni22933,Adam Czarniecki,"There are bright stars in this universe, each shines with unique light, here a faint flame glows with tender sheen, fragile and vulnerable, yet gentle caress","Lesser Poland, Poland",35.0,189.0,7.0,November 2023,0,2,1,6,"There are bright stars in this universe, each shines with unique light, here a faint flame glows with tender sheen, fragile and vulnerable, yet gentle caress",Adam Czarniecki
alihgh1393,"Z,Z,A,R_H,C,H,",رهرو استاد ارژنگ داوودی،مردی که مقابل آزادی ایران و ایرانی ایستادگی کرد و سر خم نکرد.امید است با زحماتی که کشید تلاش کنیم هر ایرانی وطن پرست یک ارژنگ باشد.,,74.0,153.0,226.0,June 2023,1,1,0,6,"The memory of Master Arjang Davoudi, a man who stood up to the freedom of Iran and Iranians and did not bow down. We hope that with the efforts he made, we will try to make every patriotic Iranian an Arjang.","Z,Z,A,R_H,C,H,"
aldesjonqueres,Anne-Laure Desjonquères,Consule Générale de France à Atlanta Consul General of France in Atlanta Follow  @FranceAtlanta,"Atlanta, GA",375.0,220.0,256.0,August 2022,0,2,1,6,Consul General of France in Atlanta Follow @FranceAtlanta,Anne-Laure Desjonquères
adakuskowski,Ada Kuskowski,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",,362.0,480.0,303.0,September 2022,2,2,2,6,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",There's Kuskowski
abd_ir1,abd ir,,Iran,1.0,667.0,0.0,July 2020,1,1,2,6,,abd go
4zk79e91ywvxni2,Мадина,Халық ушін болашақ үшін аянбай еңбек етем!,Kazakhstan,11.0,118.0,18.0,March 2019,0,2,1,6,I will work tirelessly for the future of the people!,Medina
acpreventiontdl,The Alliance for the Prevention of Atrocity Crimes,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,"England, United Kingdom",296.0,462.0,546.0,March 2024,0,2,0,6,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,The Alliance for the Prevention of Atrocity Crimes
aalbahrayn5356,زعيم اسيا عشق سنين الطفولة,هلالي هلال السعادة  نادي السعادة,,134.0,1392.0,444.0,April 2023,2,2,2,6,"Hilal Al-Saada, Al-Saada Club",The leader of Asia loved his childhood years
aliturk43880,Ayigh Turk,,,187.0,1408.0,3653.0,April 2025,2,2,2,6,,Ayigh Turk
alrob844287,Rob,I never reply to DMs and delete them unread.,"Texas, USA",346.0,2133.0,587.0,November 2024,2,2,2,6,I never reply to DMs and delete them unread.,Rob
abasiabbassi,Shahram Abbassi,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,,516.0,369.0,241.0,April 2015,1,2,1,6,Former professor of Ferdowsi University# Visiting professor at Western University of Canada,Shahram Abbassi
aliidaeii,Ali Daei,,Tehran,0.0,3.0,64.0,April 2022,1,1,1,6,,Ali Daei
319u9xc85rz97,KatherineRalph,,,67.0,7339.0,0.0,March 2024,2,2,2,6,,KatherineRalph
aaronoff7,Aaron Off,,,14.0,6.0,3112.0,September 2022,2,2,2,6,,Aaron Off
alimarouf153082,Ali,,,241.0,3122.0,2584.0,December 2024,2,2,2,6,,Ali
105_sakariyou,Sakariyou_105,باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان برای پایان دادن به حکومت خامنه‌ای نامرد   پیام دهید به,,100.0,428.0,271.0,October 2021,1,1,1,6,"Together with the White Uprising led by Dr. Sayan, send a message to",Sakariyou_105
airdropcomet,Airdrop Comet | DeFi,Stay Up-To-Date About Crypto Airdrops With Airdrop Comet  Contact:  t.me/AirdropCometAd …,DeFi,0.0,3.0,126.0,November 2021,0,2,0,6,Stay Up-To-Date About Crypto Airdrops With Airdrop Comet  Contact:  t.me/AirdropCometAd …,Airdrop Comet | DeFi
agathaallweek,Agatha All Along Week,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",,2931.0,5.0,1548.0,February 2025,0,2,0,6,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",Agatha All Along Week
akguitarman49,john kelly,"This is my music page, guitar and guitar shit related... more or less insane...... than my original profile  @johnkelly720 ......","anchorage, Alaska",9.0,349.0,660.0,December 2025,0,2,1,6,"This is my music page, guitar and guitar shit related... more or less insane...... than my original profile  @johnkelly720 ......",john kelly
aaction414,dominika janik,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,Poland,700.0,7498.0,553.0,October 2024,2,2,2,6,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,dominika janik
abdolhamidnetar,فضيلة الشيخ عبد الحميد إسماعيل زهي,خطيب أهل السنة ورئيس جامعة دار العلوم بمدينة زاهدان، ورئيس منظمة اتحاد المدارس الدينية لأهل السنة بمحافظة سيستان وبلوشستان - إيران,Iran,3445.0,2.0,379.0,January 2021,1,1,1,6,"Sunni preacher and president of Dar al-Ulum University in Zahedan, and president of the Union of Sunni Religious Schools Organization in Sistan and Baluchestan Province - Iran",His Eminence Sheikh Abdul Hamid Ismail Zahi
_scandalou_,SCANDALOU,,France,43.0,299.0,541.0,August 2022,0,2,1,6,,SCANDALOU
alimokhtari102,Ali Mokhtari,Almost Architect. بندهء چای(به جز چای کیسه‌ای.),,82.0,148.0,1401.0,April 2021,2,2,2,6,Almost Architect. Tea bags (except tea bags),Ali Mokhtari
abinelcv,Clive CV Abinel,,,95.0,299.0,2096.0,August 2020,2,2,2,6,,Clive CV Abinel
abusamiyildiz,Murat C. Yıldız مراد جهان ييلديز,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress","Niskayuna, NY",234.0,2781.0,31.0,July 2024,0,2,1,6,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress",Murat C. Yıldız
61pari93357,wind carry us?,خانه دار بی ادعا,,48.0,681.0,308.0,October 2025,1,1,1,6,Unassuming housewife,wind carry us?
2_rebelgirl,Rebel girl,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال,,1399.0,1004.0,9779.0,February 2025,1,1,1,6,"""No monarchy, no leadership, no reaction,"" Rajavi, a liberal",Rebel girl
aliyuhy00700404,Aliyu Hydar,To have is better than knowing how to use,"Kado, Nigeria",170.0,1575.0,149.0,February 2022,0,2,1,6,To have is better than knowing how to use,Aliyu Hydar
ahmadnoorollahi,Ahmad Noorollahi,,,0.0,17.0,15.0,October 2016,0,2,1,6,,Ahmad Noorollahi
_amiir_75,amiir,just be real,istanbull,140.0,1333.0,1337.0,July 2024,0,2,1,6,just be real,prince
afrasyabia,Afrasyabi.alireza,کارشناس مکانیک طراح قطعات  متخصص در زمینه خودرو,ahwaz,36.0,322.0,137.0,October 2018,1,1,1,6,"Mechanical expert, expert in automotive parts designer",Afrasyabi.alireza
alhassanhu41917,Alhassan Hussaini,"""Proud Nigerian Technologist  | GIS Expert @ MAU | I love humanity  | Elon Musk is my hero & motive  | Building the future with innovation & heart""",,37.0,604.0,158.0,May 2024,0,2,1,6,"""Proud Nigerian Technologist  | GIS Expert @ MAU | I love humanity  | Elon Musk is my hero & motive  | Building the future with innovation & heart""",Alhassan Hussaini
alldoaa110,الدعاء / prayer,مقاطع من الأدعية المأثورة عن النبي و آله عليهم السلام Selections of Supplications by the Holy Household,,686.0,2.0,698.0,July 2020,2,2,2,6,"Excerpts from the supplications mentioned about the Prophet and his family, peace be upon them. Selections of Supplications by the Holy Household",Supplication / prayer
_zelenska_,Zelenska,a linguist,United Kingdom,21.0,309.0,746.0,March 2020,0,2,1,6,a linguist,Zelenska
abdolhamid_net,Mawlana Abdol-Hamid,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.","Zahedan, Iran",4410.0,2.0,922.0,May 2020,1,1,1,6,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.",Mawlana Abdul-Hamid
abdullah9th,Md Masum,,,18.0,940.0,2.0,August 2017,0,2,1,6,,Md Masum
abbasmehdavi312,Abbas Ali mehdavi,"IR Student | Islamic Scholar (in training) | Jamia-tul-Kauthar, Islamabad | From Nagar, Gilgit-Baltistan | Voice of Truth, Dignity & Resistance (مقاومت)","Islamabad, Pakistan",12.0,122.0,65.0,August 2025,0,2,1,6,"IR Student | Islamic Scholar (in training) | Jamia-tul-Kauthar, Islamabad | From Nagar, Gilgit-Baltistan | Voice of Truth, Dignity & Resistance (مقاومت)",Abbas Ali mehdavi
aadianjana6567,Aadi Anjana,A business consultant and sells women's clothes .,"West New York, NJ",223.0,2578.0,17.0,September 2025,0,2,1,6,A business consultant and sells women's clothes .,Aadi Anjana
___mohsen_,آندره ی بالکونسکی,,,284.0,483.0,1363.0,April 2019,1,1,1,6,,Andrei Balkonsky
2x0x2x4,KolKa,جمهوری اسلامی در دریای خونی که به راه انداخته، غرق خواهد شد...  #زن_زندگی_آزادی #مهسا_امینی,,133.0,95.0,987.0,December 2023,1,1,1,6,The Islamic Republic will drown in the sea of ​​blood it has started...,Col
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,,154.0,908.0,660.0,November 2022,1,1,1,6,"Zahra Turkzadeh, lawyer",tork zadeh will play
ahmadrezagz,احمدرضا گودرزی,دانشجوی اقتصاد | علاقمند به مطالعه و رسانه,,0.0,14.0,1322.0,September 2020,2,2,2,6,Economics student Interested in reading and media,Ahmadreza Godarzi
67888892jkssl,cookmysock99,,,82.0,148.0,4215.0,January 2024,2,2,2,6,,cookmysock99
aaravtyagi_x,Aarav Tyagi,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.","London, United Kingdom",0.0,17.0,0.0,July 2025,0,2,0,6,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.",Aarav Tyagi
_advanceuk,Advance UK,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",http://www.advanceuk.org.uk,1.0,362.0,1638.0,June 2025,0,2,0,6,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",Advance UK
ahmedheero00,Ahmed Heero,,Egypt,15.0,438.0,638.0,April 2023,0,2,1,6,,Ahmed Heero
1wqrz,snopy .,الحمدلله ..,,60.0,132.0,1123.0,July 2013,0,2,1,6,Thank God ..,snoopy
advanceuk_wales,Advance UK Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Official X account for Advance UK Wales. We stand for nation, freedom, democracy and equality under the law. Account run by Admin.","Wales, United Kingdom",3939.0,103.0,659.0,July 2025,0,2,0,6,"Official X account for Advance UK Wales. We stand for nation, freedom, democracy and equality under the law. Account run by Admin.",Advance UK Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿
abdullahhemyari,Abid Ali,مهتم في الاقتصاد,اليمن,138.0,1332.0,175.0,November 2017,0,2,0,6,Interested in economics,Abid Ali
_nafyn_,Nafyn 🐀,bip boup,they/elle,544.0,427.0,1942.0,February 2020,2,2,2,6,beep bop,Refine 🐀
_3pehr__,Joker,Not everyone likes us.But not everyone matters Nothing is permanent!,,0.0,31.0,5587.0,December 2020,2,2,2,6,Not everyone likes us.But not everyone matters Nothing is permanent!,Joker
ahmedna00921321,Ahmed Nawaz Baloch,,Bolan Balochistan,12.0,48.0,11.0,October 2021,0,2,1,6,,Ahmed Nawaz Baloch
absleil,sleil_adb,,,14.0,575.0,231.0,January 2018,0,2,1,6,,sleil_adb
ali_albadiri90,ali.albadiri,work .Kar.group. Yo : 25 June. Kar Cement Industry Company.  work ing for Jawharat Balsam Company.  @kar_group_company  . من ذاق حب ألله ارتوئ,Iraq - Babylon,2.0,51.0,0.0,February 2025,1,1,1,6,work.Kar.group. Yo: June 25. Kar Cement Industry Company.  working for Jawharat Balsam Company.  @kar_group_company . Whoever tastes God's love will be satisfied,ali. albadiri
alpacinoih,alpacino,alpacino,,40.0,149.0,1261.0,August 2018,0,2,1,6,alpacino,alpacino
abbas2864,Abbas Shariati,,"Tehran,Iran",7.0,52.0,8.0,December 2011,1,1,1,6,,Abbas Shariati
999qol9196,あああ,,,486.0,7500.0,2124.0,March 2024,0,2,2,6,,Ahhh
_sethnall,Seth Nall,"Christian, Husband, Father",,31.0,1166.0,378.0,July 2021,0,2,1,6,"Christian, Husband, Father",Seth Nall
_raven_reborn_,🪽,,,5622.0,2129.0,0.0,December 2020,0,2,1,6,,🪽
alikarimi_ak8,ali karimi,,تهران،ایران,0.0,30.0,631.0,December 2017,1,1,1,6,,Ali Karimi
_mahdiyar313,علی اکبر رائفی پور,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,۱:۲۰,0.0,1054.0,6124.0,November 2022,2,2,2,6,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,علی اکبر رائفی پور
_freeeagle_,Free eagle,سجل انا عربي,,138.0,213.0,2333.0,August 2014,0,2,0,6,سجل انا عربي,Free eagle
advhassanfarooq,Muhammad Hassan Farooq,LLM Graduate | University of Bradford  Advocate High Court  Law | Justice | Continuous Learning,"Macclesfield, England",0.0,18.0,6.0,December 2025,2,2,2,6,LLM Graduate | University of Bradford  Advocate High Court  Law | Justice | Continuous Learning,Muhammad Hassan Farooq
ahwaztammoz2021,Freedom Ahwaz Arabia,لمكافحة المشروع التوسعي الإيراني في المنطقة #عاشت_الاحواز #ياشاسين_آزربايجان  Official account:  @ReysanAhwazIndy,Ahwaz Arabiya,629.0,298.0,252.0,January 2024,2,2,2,6,لمكافحة المشروع التوسعي الإيراني في المنطقة #عاشت_الاحواز #ياشاسين_آزربايجان  Official account:  @ReysanAhwazIndy,Freedom Ahwaz Arabia
2rr0i_,🌟,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - ( وَاذْكُر رِبِّكَ إِذَا نَسِيتَ ),"Dubai, United Arab Emirates",4.0,37.0,25.0,April 2025,0,2,1,6,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - ( وَاذْكُر رِبِّكَ إِذَا نَسِيتَ ),🌟
adamssmith66981,Adam's Smith,MD. Orthopedic surgeon Humanitarian.|||Saving lives D/B Certified | Traveler||Car lover,Houston Texas,34.0,320.0,23.0,August 2025,0,2,1,6,MD. Orthopedic surgeon Humanitarian.|||Saving lives D/B Certified | Traveler||Car lover,Adam's Smith
afshin_rasa,Afshin Rasa,"Civil Engineer                                                                 Deep Leaning, Image Processing",,3.0,17.0,31.0,March 2021,2,2,2,6,"Civil Engineer                                                                 Deep Leaning, Image Processing",Afshin Rasa
1mhyar,Mahyar,Official twitter account of Mahyar,,2001.0,15.0,9.0,September 2019,2,2,2,6,Official twitter account of Mahyar,Mahyar
academyjp6,JP6 Football Academy,Official Football Academy of Charlton Athletic Captain Jason Pearce.,,367.0,10.0,210.0,July 2020,0,2,1,6,Official Football Academy of Charlton Athletic Captain Jason Pearce.,JP6 Football Academy
ajan_iran,پاسبان,فر ایران را میستایم  #جاوید_شاه,,823.0,963.0,1349.0,October 2013,2,2,2,6,فر ایران را میستایم  #جاوید_شاه,پاسبان
ali_0909a,36🏆Ali,الأهلي وطن يحكي فخرا، وهل بعد الأهلي عشق، وهل بعد الأهلي جنون,,755.0,1099.0,36.0,March 2020,0,2,1,6,الأهلي وطن يحكي فخرا، وهل بعد الأهلي عشق، وهل بعد الأهلي جنون,36🏆Ali
ahmedsaad189151,Ahmedsaad,لو كنت تعلم ما يقال في غيابك من أقرب الناس إليك لأصبحت تبتسم للحيوانات فقط . . !,Iraq,1.0,16.0,3.0,September 2025,2,2,2,6,لو كنت تعلم ما يقال في غيابك من أقرب الناس إليك لأصبحت تبتسم للحيوانات فقط . . !,Ahmedsaad
afsheenmoosavi,Afsheen Moosavi,Multimedia Journalist  @manototv,"London, England",326.0,106.0,73.0,September 2020,1,1,1,6,Multimedia Journalist  @manototv,Afsheen Moosavi
akshayk11339456,akshay kumar,पंडितो ka शान शौकत और वफ़ा को देखकर छोरियां bhi कहती है ना दर्द चाही ना दर्द की दवा चाही हमें तो पंडित जैसा यार चाही jai parshu ram.akshay ब्राह्मण,,1.0,98.0,47.0,June 2023,0,2,1,6,पंडितो ka शान शौकत और वफ़ा को देखकर छोरियां bhi कहती है ना दर्द चाही ना दर्द की दवा चाही हमें तो पंडित जैसा यार चाही jai parshu ram.akshay ब्राह्मण,akshay kumar
alimojtahedzad3,ali mojtahedzadeh,سيد علي مجتهدزاده وكيل دادگستری| آدرس کانال تلگرام  t.me/alimojtahedzade:,,0.0,288.0,8483.0,July 2019,1,1,1,6,سيد علي مجتهدزاده وكيل دادگستری| آدرس کانال تلگرام  t.me/alimojtahedzade:,ali mojtahedzadeh
akhavanbahar,Bahar Akhavan,دغدغه، فردای روز آزادی‌ست! (سیاست خوانده، علاقه‌مند به فلسفه),"Stockholm, Sweden",89.0,227.0,81.0,January 2024,1,0,1,6,دغدغه، فردای روز آزادی‌ست! (سیاست خوانده، علاقه‌مند به فلسفه),Bahar Akhavan
aliiorgi,✪ALI✪,او میکشد قلاب را...,Bu,722.0,746.0,7052.0,September 2024,1,0,1,6,او میکشد قلاب را...,✪ALI✪
alijumadaaltha,The Uncovering Journal,Brings you from the darkness towards the light,in God's Earth,47.0,207.0,20.0,July 2022,2,2,2,6,Brings you from the darkness towards the light,The Uncovering Journal
_agentfootball,Agent Football,OFFICIAL FOOTBALL AGENTS - CORPORATE NETWORK LTD,"London, England",3.0,75.0,3.0,September 2022,0,2,0,6,OFFICIAL FOOTBALL AGENTS - CORPORATE NETWORK LTD,Agent Football
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,Güney Azərbaycan,532.0,436.0,0.0,December 2023,1,2,2,6,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,səs siz
afsharmog,افشار مقدم,دارای فاز هنری    instagram.com/afsharmoghaddam,,3726.0,192.0,9288.0,March 2019,1,2,1,6,دارای فاز هنری    instagram.com/afsharmoghaddam,افشار مقدم
aban_paris,paris.aban,چيزى براى گفتن ندارم، ميخوام بشنوم,,138.0,264.0,0.0,November 2019,2,2,2,6,چيزى براى گفتن ندارم، ميخوام بشنوم,paris.aban
ali94185358,Ali,Wanted to gay marriage,,8.0,62.0,3.0,October 2019,2,2,1,6,Wanted to gay marriage,Ali
alirezaketabch3,alirezaketabchi,Nor bar tariki piroz khahad shod,,15.0,36.0,58.0,January 2020,2,2,1,6,Nor bar tariki piroz khahad shod,alirezaketabchi
abilovafzalshoh,Afzalshoh Abilov,Interventional Cardiologist,Tajikistan,4.0,98.0,33.0,September 2019,0,2,1,6,Interventional Cardiologist,Afzalshoh Abilov
agriculture666,Agriculture Music,Ecstatic Black Metal,Los Angeles,2293.0,54.0,802.0,May 2022,0,2,0,6,Ecstatic Black Metal,Agriculture Music
ali_cheshomi,علی چشمی,استادیار گروه اقتصاد دانشگاه فردوسی مشهد,,4919.0,202.0,1651.0,September 2016,1,2,1,6,استادیار گروه اقتصاد دانشگاه فردوسی مشهد,علی چشمی
ak_rogue_,𓆩AkrΩguE𓆪,/هی میبرم هی میدوزم/موسیقی/بازی/فیلم/,NeverLand,9.0,51.0,132.0,May 2020,2,2,2,6,/هی میبرم هی میدوزم/موسیقی/بازی/فیلم/,𓆩AkrΩguE𓆪
_mehrabooon,مهربوون,متعهد به عشق جان,آنجا که دل خوش است,2336.0,2501.0,1681.0,January 2021,1,2,1,6,متعهد به عشق جان,مهربوون
aidanajra,delusional king,تا زمانیکه درآمدهای میلیون دلاری و بدون ریسک ، به بهانه فعالیت سیاسی ، برقرارهست ، کمپانی های سطل عن طلب مانع اتحاد مردم و سرنگونی جمهوری اسلامی خواهندشد,,276.0,233.0,7154.0,March 2024,1,2,1,6,تا زمانیکه درآمدهای میلیون دلاری و بدون ریسک ، به بهانه فعالیت سیاسی ، برقرارهست ، کمپانی های سطل عن طلب مانع اتحاد مردم و سرنگونی جمهوری اسلامی خواهندشد,delusional king
allytheluminus,Vicar~keepitDoPe🥂,Spontaneously hilarious/mwana waMwari/hala madrid,"Harare, Zimbabwe",41.0,256.0,33.0,November 2023,0,2,1,6,Spontaneously hilarious/mwana waMwari/hala madrid,Vicar~keepitDoPe🥂
achaharmahaliy,Atefeh Chaharmahaliayan,"آتفه چهارمحالیان  Poet, writer, and human rights activist For me, literature is a necessity of intervention","Hamburg, Germany",112.0,163.0,7.0,April 2025,0,2,1,6,"آتفه چهارمحالیان  Poet, writer, and human rights activist For me, literature is a necessity of intervention",Atefeh Chaharmahaliayan
5y6aahcdftzn4me,پرنسس,دلخوشی ها کم‌نیست، دیده ها، نابیناست..‌.,,26.0,10.0,125.0,December 2020,2,2,2,6,دلخوشی ها کم‌نیست، دیده ها، نابیناست..‌.,پرنسس
ahmadrezakzmi,احمدرضا کاظمی,نویسنده، کمدین و طنزنویس سابق مطبوعات,,0.0,278.0,2805.0,November 2014,1,2,1,6,نویسنده، کمدین و طنزنویس سابق مطبوعات,احمدرضا کاظمی
a_bindoff,A Bindoff,(The Dark Blue Bird by Edward Lear),,236.0,598.0,7723.0,September 2015,0,2,0,6,(The Dark Blue Bird by Edward Lear),A Bindoff
alexsteeleopal,Alex Steele,"founder & ceo of opal (hiring, DMs open)",SF,986.0,228.0,486.0,June 2024,2,2,2,6,"founder & ceo of opal (hiring, DMs open)",Alex Steele
akhgar_maryam,Maryam Akhgar,PhD candidate at  @unifau,"Erlangen, Germany",51.0,67.0,11.0,August 2021,0,2,1,6,PhD candidate at  @unifau,Maryam Akhgar
abaerbockarchiv,Annalena Baerbock,Außenministerin a. D.,Berlin,0.0,114.0,1004.0,December 2021,0,2,1,6,Außenministerin a. D.,Annalena Baerbock
