username,display_name,description,location,followers_count,following_count,statuses_count,created_at,target_population,locals_vs_diaspora,person_vs_organization,iteration_added
abbasmehdavi312,Abbas Ali mehdavi,"IR Student | Islamic Scholar (in training) | Jamia-tul-Kauthar, Islamabad | From Nagar, Gilgit-Baltistan | Voice of Truth, Dignity & Resistance (مقاومت)","Islamabad, Pakistan",12.0,122.0,65.0,August 2025,0,2,1,2
aadianjana6567,Aadi Anjana,A business consultant and sells women's clothes .,"West New York, NJ",223.0,2578.0,17.0,September 2025,0,2,1,2
___mohsen_,آندره ی بالکونسکی,,,284.0,483.0,1363.0,April 2019,1,1,1,2
2x0x2x4,KolKa,جمهوری اسلامی در دریای خونی که به راه انداخته، غرق خواهد شد...  #زن_زندگی_آزادی #مهسا_امینی,,133.0,95.0,987.0,December 2023,1,1,1,2
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,,154.0,908.0,660.0,November 2022,1,1,1,2
ahmadrezagz,احمدرضا گودرزی,دانشجوی اقتصاد | علاقمند به مطالعه و رسانه,,0.0,14.0,1322.0,September 2020,2,2,2,2
67888892jkssl,cookmysock99,,,82.0,148.0,4215.0,January 2024,2,2,2,2
aaravtyagi_x,Aarav Tyagi,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.","London, United Kingdom",0.0,17.0,0.0,July 2025,0,2,0,2
_advanceuk,Advance UK,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",http://www.advanceuk.org.uk,1.0,362.0,1638.0,June 2025,0,2,0,2
ahmedheero00,Ahmed Heero,,Egypt,15.0,438.0,638.0,April 2023,0,2,1,2
1wqrz,snopy .,الحمدلله ..,,60.0,132.0,1123.0,July 2013,0,2,1,2
advanceuk_wales,Advance UK Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Official X account for Advance UK Wales. We stand for nation, freedom, democracy and equality under the law. Account run by Admin.","Wales, United Kingdom",3939.0,103.0,659.0,July 2025,0,2,0,2
abdullahhemyari,Abid Ali,مهتم في الاقتصاد,اليمن,138.0,1332.0,175.0,November 2017,0,2,0,2
_nafyn_,Nafyn 🐀,bip boup,they/elle,544.0,427.0,1942.0,February 2020,2,2,2,2
_3pehr__,Joker,Not everyone likes us.But not everyone matters Nothing is permanent!,,0.0,31.0,5587.0,December 2020,2,2,2,2
ahmedna00921321,Ahmed Nawaz Baloch,,Bolan Balochistan,12.0,48.0,11.0,October 2021,0,2,1,2
absleil,sleil_adb,,,14.0,575.0,231.0,January 2018,0,2,1,2
ali_albadiri90,ali.albadiri,work .Kar.group. Yo : 25 June. Kar Cement Industry Company.  work ing for Jawharat Balsam Company.  @kar_group_company  . من ذاق حب ألله ارتوئ,Iraq - Babylon,2.0,51.0,0.0,February 2025,1,1,1,2
alpacinoih,alpacino,alpacino,,40.0,149.0,1261.0,August 2018,0,2,1,2
abbas2864,Abbas Shariati,,"Tehran,Iran",7.0,52.0,8.0,December 2011,1,1,1,2
999qol9196,あああ,,,486.0,7500.0,2124.0,March 2024,0,2,2,2
_sethnall,Seth Nall,"Christian, Husband, Father",,31.0,1166.0,378.0,July 2021,0,2,1,2
_raven_reborn_,🪽,,,5622.0,2129.0,0.0,December 2020,0,2,1,2
alikarimi_ak8,ali karimi,,تهران،ایران,0.0,30.0,631.0,December 2017,1,1,1,2
